"spp","x","y","dbh","ht"
"Ff",489.13,125.49,29.43,21.33
"Aa",486.63,122.65,14.7,13.81
"Gg",486.69,122.16,22.66,17.12
"Oo",487.06,124.29,16.81,14.19
"Cc",481.05,134.18,13.47,12.89
"Hh",482.91,130.61,13.57,12.23
"Oo",480.37,138.1,25,18.2
"Aa",483.3,138.25,34.5,18.21
"Ii",486.39,136.98,19.3,15.9
"Ee",486.31,133.72,14.68,13.39
"Oo",490.24,130.91,15.03,14.31
"Dd",493.7,134.13,13.66,13.95
"Kk",490.56,135.87,17.89,16.03
"Nn",491.4,138.16,17.34,14.5
"Ll",494.1,137.73,28.61,18.35
"Ll",497.41,132.28,18.13,16.01
"Ll",491.06,124.79,12.63,12.76
"Pp",498.01,128.18,12.05,11.77
"Ii",499.27,126.84,18.69,16.28
"Aa",498.75,121.77,13.19,15.1
"Bb",495.68,122.2,43.1,20.41
"Aa",483.81,143.15,25.64,17.18
"Ee",481.03,145.23,19.77,16.02
"Ee",484.01,148.38,43.16,18.57
"Cc",487.66,149.87,17.95,16.12
"Aa",488.61,149.04,22.11,16.49
"Dd",487.97,147.97,26.9,17.96
"Aa",484,141.72,27.46,17.88
"Ii",488.97,143.73,20.09,17.74
"Hh",490.54,141.1,42.94,22.14
"Ii",480.43,156.39,15.54,13.76
"Aa",481.84,155.9,16.35,14.78
"Mm",482.43,160.17,30.48,18.75
"Jj",482.75,158.88,14.19,13.36
"Hh",490.08,156.16,21.05,15.2
"Ll",493.03,156.93,10,10.6
"Hh",498.68,158.13,10.61,9.46
"Ii",495.81,157.71,20.62,15.41
"Ee",496.96,150.22,58.72,24.29
"Ff",498.64,151.27,15.47,14.33
"Ff",489.85,142.89,20.52,15.89
"Dd",492.2,139.92,16.33,14.99
"Mm",496.29,144.27,18.47,15.24
"Ll",498.87,143.74,19.2,15.69
"Bb",479.95,162.61,18.56,15.31
"Cc",482.31,167.27,13.82,14.55
"Ee",483.9,169.54,16.39,15.18
"Dd",485.55,160.95,19.76,16.81
"Cc",486.81,163.29,15.58,14.36
"Ff",484.34,173.66,20.97,16.49
"Aa",484.41,174.79,25.41,18.59
"Ee",486.49,176.7,17.51,16.15
"Hh",484.6,175.98,18.43,15.99
"Cc",484.52,172.88,13.23,13.5
"Aa",487.52,171.39,16.52,16.17
"Dd",489.57,171.68,33.46,19.59
"Ff",489.04,170.59,38.84,20.81
"Ii",491.32,179.3,19.32,15.59
"Aa",491.61,177.76,20.72,16.81
"Bb",499.33,179.43,13.09,12.42
"Qq",499.97,176.45,20,16.32
"Gg",496.74,174.12,10.02,10.62
"Nn",495.05,167.81,16.58,13.93
"Mm",483.43,181.24,11.39,11.38
"Ff",479.81,183.09,17.77,15.27
"Hh",480.89,185.44,20.73,16.47
"Oo",481.66,183.08,11.43,11.22
"Dd",484.93,182.23,17.19,15.19
"Jj",481.13,190.2,11.68,11.97
"Cc",480.99,182.22,13.06,11.64
"Nn",484.88,185.67,10.55,10.96
"Hh",488.22,189.86,17.17,15.13
"Jj",486.74,184.29,21.94,17.29
"Gg",489.45,181.42,13.44,13.31
"Hh",481.04,196.02,23.42,17.14
"Cc",485.5,199.93,17.58,15.89
"Rr",487.56,199.88,13.8,14
"Ii",487.95,198.84,11.47,11.48
"Ii",488.65,196.34,10.98,10.54
"Mm",486.05,190.95,16.36,14.26
"Jj",491.43,190.71,18.22,15.14
"Cc",493.68,191.39,16.44,14.86
"Ee",494.6,195.12,12.39,12.56
"Gg",494.72,197.78,11.7,11.56
"Gg",496.8,196.64,14.27,12.5
"Nn",499.03,194.15,20.61,15.26
"Ff",492.96,181.96,16.52,14.71
"Aa",490.7,185.3,14.71,14.11
"Dd",496.5,187.16,15.58,12.96
"Ff",480.54,201.2,19.57,16.64
"Gg",482.88,204.45,26.27,17.54
"Qq",484.83,205.88,17.74,14.13
"Kk",489.11,208.69,24.28,18.04
"Jj",489.21,204.83,28.86,18.4
"Jj",488.04,206.06,12.45,13
"Ff",488.07,204.79,15.39,15.64
"Ee",488.77,200.99,19.61,14.54
"Jj",481.86,213.12,11.19,11.64
"Aa",484.74,214.67,22.9,18.24
"Nn",485.13,211.35,40.63,21.97
"Bb",481.98,220.47,29.93,17.16
"Ee",482.13,217.44,15.99,13.35
"Dd",485.39,216.74,26.71,17.35
"Bb",485.79,219.2,16.16,15.04
"Aa",488.08,216.78,29.57,19.17
"Jj",487.92,216.73,24.24,18.14
"Dd",489.02,215.16,23.69,18.43
"Hh",487.78,211.25,11.02,10.66
"Oo",486.39,214.41,26.61,16.86
"Ee",491.14,211.8,29.79,18.9
"Ll",494.93,216.17,18.29,15
"Nn",497.11,220.36,28.51,19.09
"Aa",495.42,211.4,14.93,14.26
"Gg",496.35,214.1,16.7,13.81
"Ee",497.64,210.55,20.14,18.24
"Bb",497.67,211.11,10.72,10.97
"Mm",494.72,205.25,22.7,17.93
"Aa",491.55,205.12,11.29,10.99
"Kk",491.08,206.91,16.75,14.46
"Dd",494.97,202.43,14.94,13.29
"Ii",481.8,222.02,15.43,14.45
"Kk",481.81,223.07,14.02,12.04
"Aa",481.06,224.16,40.25,20.79
"Kk",485.83,227.88,13.05,12.56
"Bb",488.25,221.39,20.46,14.64
"Ff",480.9,233.96,12.18,12.19
"Ll",483.74,232.97,14.85,14
"Bb",482.05,237.16,28.02,19.06
"Gg",482.98,235.3,16.96,16.76
"Ee",486.54,237.56,11.11,11.01
"Ii",488.58,235.99,37.1,19.35
"Gg",486.59,233.39,39.88,19.84
"Ll",491.93,231.03,11.37,11.38
"Cc",493.38,234.28,16.93,14.63
"Oo",490.89,234.69,24.49,16.93
"Dd",494.67,237.39,13.21,12.05
"Bb",496.23,231.66,25.24,16.96
"Hh",491.11,221.82,39.5,21.11
"Gg",490.51,226.87,11.32,12.76
"Mm",495.4,228.93,28.84,17.9
"Dd",494.35,228.29,20.61,17.47
"Aa",494.89,223.18,19.28,17.56
"Pp",499.64,226.22,11.89,11.03
"Hh",480.83,242.96,12.74,12.6
"Cc",481.64,247.15,13.34,12.65
"Bb",489.06,240.49,20.68,17.69
"Ff",483.49,252.47,16.86,14.96
"Ee",482.45,256.74,33.78,17.39
"Ee",481.98,257.22,19.51,16.31
"Aa",483.51,259.14,14.97,14.03
"Cc",482.99,257.16,11.44,10.5
"Ee",489.49,253.3,14,12.63
"Ff",492.88,253.87,32.44,19.76
"Oo",494.8,251.62,37.29,19.02
"Ff",494.57,243.95,15.51,13.94
"Dd",494.88,240.75,32.66,19.61
"Bb",498.98,245.39,13.93,13.86
"Cc",496.71,241.21,13.17,13.09
"Jj",496.99,242.95,17.28,15.63
"Ff",494.9,243.75,10.58,11.85
"Rr",480.29,260.95,11.82,11.78
"Ee",480.73,262.91,28.66,19.21
"Bb",483.06,263.94,51.23,22.44
"Dd",480.67,265.14,10.96,10.74
"Mm",485.95,264.02,13.86,13.72
"Dd",486.07,263.54,14.65,13.19
"Kk",484.57,272.96,16.15,14.47
"Dd",483.67,277.16,17.69,17.73
"Oo",486.07,275.97,23.11,17.08
"Gg",489.76,276.06,16.78,15.49
"Ii",493.88,273.21,16.47,14.16
"Bb",491.49,279.31,12.78,12.36
"Cc",492.37,279.47,17.63,14.91
"Ff",493.11,278.53,17.47,15.55
"Ff",499.05,276,13.63,12.12
"Ii",498.24,272.36,14.25,14.38
"Ff",489.79,262.55,23.81,16.88
"Ii",492.88,261.41,26.46,19.15
"Bb",492.78,266.89,11.14,10.92
"Ii",495.76,267.13,10.45,11.83
"Ll",495.21,261.31,21,14.55
"Hh",479.64,282.81,12.99,13.34
"Dd",483.13,283.26,33.85,19.74
"Rr",482.36,282.16,10.71,11.96
"Ll",483.08,282.88,31.19,21.76
"Kk",485.64,286.43,23.78,15.99
"Dd",485.64,282.12,11.1,11.37
"Ll",487.54,282.26,16.86,14.21
"Bb",486.9,281.23,27.58,17.66
"Bb",482.83,295.55,25.65,16.84
"Cc",487.34,299.81,23.5,17.95
"Cc",488.8,298.52,22.21,18.64
"Aa",487.54,292.52,21.81,16.55
"Ee",494.65,293.37,30.21,18.9
"Nn",499.59,295.96,32.52,20.02
"Aa",491.12,281,18.24,14.88
"Ee",494.03,281.07,24.25,16.7
"Gg",496.52,289.82,23.83,15.55
"Oo",497.57,287.86,23.14,16.19
"Dd",483.04,301.65,30.12,19.2
"Ee",489.55,304.96,30.77,18.05
"Nn",489.89,305.64,16.4,14.54
"Mm",489.17,300.27,22.68,16.54
"Ee",489.05,300.36,33.62,20.43
"Ee",480.88,319.29,60.09,23.12
"Ee",489.04,315.12,68.23,19.86
"Ee",490.46,313.98,19.25,16.39
"Dd",492.14,315.73,46.41,23.48
"Hh",491.76,315.76,43.73,22.06
"Bb",497.13,318.81,15.25,15.47
"Kk",496.31,310.08,33.25,20.64
"Ll",496.03,313.02,13.45,12.02
"Gg",492.46,303.1,12.22,10.69
"Nn",494.47,305.78,31.89,18.34
"Aa",495.26,308.41,18.39,14.77
"Ll",496.94,304.73,21.36,17.3
"Ll",479.28,328.47,23.5,17.97
"Gg",489.13,330.18,10.57,10.78
"Kk",483.27,334.81,10.28,10.42
"Cc",487.54,337.02,34.03,21.28
"Bb",490.04,333.93,17.18,16.02
"Cc",493.58,334.85,46.23,21.26
"Ll",492.93,333.42,12.73,12.12
"Cc",492.38,327.09,16.89,17.9
"Ll",484.36,348.1,28.57,17.97
"Gg",483.83,347.88,18.9,14.62
"Ff",486.73,347.45,10.86,11.71
"Bb",488.39,347.99,19.44,16.41
"Bb",483.76,359,14.45,13.91
"Oo",488.29,359.75,16.71,15.07
"Aa",487.12,352.31,49.4,20.94
"Ff",492.43,359.62,31.52,21.89
"Kk",494.5,357.79,14.33,13.04
"Ff",498.94,354.46,24.54,17.34
"Mm",499.55,353.75,16.45,14.37
"Cc",490.7,346.46,18.05,14.58
"Jj",496.93,348.27,17.1,14.62
"Hh",499.47,340.63,31.25,19.91
"Ii",479.93,361.79,14.66,14.56
"Ff",481.46,368.2,16.26,14.97
"Bb",488.83,369.46,11.55,10.83
"Hh",480.87,371.15,31.93,20.05
"Bb",485.98,376.99,11.88,12.67
"Mm",488.46,372,24.76,16.8
"Kk",492.77,373.39,27.78,17.06
"Ff",499.37,373.77,12.66,12.09
"Ee",489.58,360.65,15.22,14.34
"Cc",490.51,362.46,16,13.85
"Cc",496.75,366.21,42.66,22.24
"Aa",498.15,364.23,21.75,16.75
"Aa",498.15,362.72,12.72,12.76
"Bb",481.22,380.17,35.49,18.49
"Dd",482.55,383.45,12.27,12.15
"Jj",487.49,387.86,16.22,14.38
"Ll",486.9,379.27,11.71,10.75
"Ll",487.44,383.07,17.88,14.05
"Ff",489.02,381.65,23.88,15.71
"Ii",487.73,381.22,12.77,12.99
"Hh",482,392.55,24.83,18.03
"Ee",483.33,390.56,13.99,12.52
"Aa",489.74,400.99,18.16,14.53
"Cc",485.87,398.76,14.34,13.57
"Ff",486.92,399.14,12.56,12.3
"Cc",487.79,393.57,25.28,17.37
"Gg",490.3,391,12.58,12.01
"Bb",490.9,393.12,15.79,13.69
"Hh",491.2,381.45,14.43,12.46
"Aa",493.21,388,29.27,18.13
"Aa",497.01,387.25,23.89,16.96
"Gg",497.52,385.56,13.39,13.03
"Bb",496.23,381.67,10.48,11.85
"Ii",483.03,403.42,51.15,21.76
"Ee",483.97,403.63,14.59,12.53
"Aa",482.75,403.18,18.09,14.44
"Kk",481.77,407.37,19.18,15.21
"Ff",486.9,408.2,10.08,10.25
"Aa",485.75,402.87,12.37,11.89
"Ff",488.76,399.97,23.41,17.78
"Jj",481.26,414.01,29.54,21.1
"Gg",483.59,410.92,13.59,13.05
"Nn",482.74,417.26,12.15,10.49
"Ff",486.77,418.74,36.77,19.4
"Mm",487.16,418.49,20.41,15.44
"Jj",488.22,416.44,58.64,19.96
"Kk",493.75,414.24,10.01,11.17
"Ii",494.75,412.41,26.93,17.09
"Kk",493.68,411.58,15.98,14.47
"Ff",495.63,417,24.29,17.57
"Cc",494.75,416.3,14.04,13.39
"Bb",497.43,416.51,13.01,13.23
"Cc",495.71,411.67,14.83,15.34
"Cc",496.57,412.37,10.6,11.04
"Bb",489.63,402.37,16.08,16.04
"Aa",490.99,401.76,27.01,18.02
"Mm",490.97,404.83,12.27,12.08
"Mm",492.37,402.09,18.88,14.83
"Dd",490.36,405.6,17.73,15.41
"Hh",497.51,404.21,24,19.14
"Nn",499.2,407.77,14.87,14.17
"Aa",495.61,400.68,11.8,11.95
"Gg",496.22,404.38,13.72,13.44
"Kk",481.33,426.43,14.08,14.52
"Hh",483.21,425.83,36.85,21.67
"Dd",486.74,428.99,20.59,17.05
"Ll",488.4,426.02,25.09,15.78
"Mm",483.16,435.59,12.65,12.52
"Nn",485.72,439.23,34.31,17.81
"Ii",488.31,439.66,19.8,17.46
"Oo",492.68,437,23.03,16.46
"Oo",498.05,438.76,15.33,14.92
"Bb",491.59,420.36,13.5,13.95
"Ff",490.98,426.19,25.06,18.23
"Jj",498.06,422.9,10.35,10.31
"Dd",498.84,421.82,37.05,19.13
"Dd",481.9,442.54,29.85,18.67
"Ii",483,449.18,31.39,17.53
"Jj",485.19,448.81,13.76,13.35
"Dd",488.82,449.6,13.55,13.71
"Ll",488.38,448.29,17.07,15.02
"Ii",488.82,446.57,14.25,12.78
"Dd",486.62,440.24,16.36,14.09
"Mm",487.8,440.67,12.18,12.26
"Ff",483.96,458.39,18.03,15.21
"Kk",484.63,455.5,12.9,12.6
"Jj",485.05,456.1,19.96,14.67
"Ee",487.18,457.75,18.53,15.14
"Aa",488.5,458.67,46.11,21.82
"Nn",488.32,451.71,15.37,13.79
"Aa",486.36,450.44,14.63,13.58
"Hh",487.85,451.38,12.33,11.85
"Ee",489.87,452.84,29.07,18.41
"Jj",490.8,452.73,14.44,12.84
"Gg",492.26,455.86,14.47,14.8
"Dd",491.94,458.93,33.57,18.72
"Pp",496.65,458.34,11.43,10.87
"Hh",497.39,457.86,15.17,14.58
"Nn",496,452.33,10.6,10.56
"Bb",499.5,451.4,10.6,11.81
"Bb",495.15,445.79,47.14,19.16
"Nn",494.8,446.08,18.74,16.56
"Gg",496.05,445.48,15.48,16.01
"Hh",499.06,443.22,10.02,9.76
"Gg",480.45,460.4,14.79,14.99
"Bb",483.38,473.34,12.65,12.21
"Bb",488.38,476.05,14.27,13.36
"Ee",486.16,470.77,92.29,22.76
"Aa",486.93,472.49,44.71,20.71
"Ee",491.41,472.35,14.51,15.52
"Cc",492.75,473.6,49.54,23.26
"Hh",492.17,474.3,12.22,10.72
"Nn",498.1,476.68,27.7,18.31
"Aa",493.61,466.07,29.24,18.11
"Cc",483.57,480.43,15.65,14.65
"Ee",481.44,488.34,16.48,14.09
"Aa",489.4,489.62,37.71,20.33
"Kk",488.88,484.9,14.22,13.42
"Dd",483.51,494.15,11.27,11.78
"Ii",481.41,495.75,13.07,12.38
"Ff",484.22,499.26,11.68,11.59
"Dd",495.36,491.32,41.95,22.37
"Hh",494.66,490.05,58.37,21.83
"Ee",494.33,494.97,24.56,18.21
"Ee",497.7,494.73,18.39,14.71
"Kk",499.69,491.59,16.56,14.45
"Ee",499.04,490.12,12.24,13.12
"Qq",494.83,483.95,35.25,21
"Dd",493.38,479.86,19.62,15.43
"Bb",491.24,489.09,38.91,21.13
"Jj",491.68,489.62,14.31,13.44
"Hh",494.23,489.58,12.62,12.5
"Aa",498.27,485.75,11.29,11.71
"Aa",498.73,484.19,19.6,16.05
"Ee",497.86,483.57,15.78,14.87
"Ll",12.28,10.32,16.37,13.73
"Mm",12.04,15.76,15.37,15.03
"Cc",18.04,18.16,14.33,13.41
"Gg",16.24,12.15,19.91,15.62
"Gg",15.01,7.7,14.08,12.42
"Bb",0.41,30.89,19.37,15.27
"Cc",4.91,34.05,17.38,13.75
"Ff",4.7,37.63,13.78,13.79
"Hh",5.78,36.03,12.86,12.19
"Dd",9.62,37.65,15.61,14.63
"Oo",8.13,36.6,18.42,15.71
"Bb",9.35,28.86,16.04,15.51
"Hh",4.25,32.75,14.57,13.8
"Ee",4.56,29.13,15.69,13.99
"Hh",12.02,33.63,13.29,13.65
"Kk",12.89,39.96,14.5,13.37
"Gg",11.18,36.86,14.34,13.64
"Gg",17.8,38.36,16.77,16.71
"Ii",13.59,20.84,12.83,11.15
"Ee",14.77,26.66,10.92,10.4
"Ff",15.47,25.99,16.53,14.45
"Ee",15.87,28.11,19.15,16.83
"Gg",18.17,27.06,12.31,12.07
"Mm",15.59,22.19,11.55,11.69
"Ee",17.93,21.13,17.56,14.99
"Mm",0.25,42.28,17.02,14.67
"Cc",5.44,42.68,14.88,14.44
"Aa",8.9,41.17,16.03,14.8
"Hh",0.28,56.96,15.06,13.99
"Ll",0.57,57.35,13.38,13.5
"Kk",6.36,55.29,14.66,13.58
"Dd",9.96,53.24,15.15,12.78
"Ss",12.48,55,13.64,13.48
"Oo",15.42,54.35,19.9,16.21
"Aa",19.4,57.01,14.77,13.51
"Hh",11.79,42.93,14.54,13.9
"Bb",11.39,43.88,14.31,13.99
"Ii",12.48,42.57,15.3,15.47
"Kk",11.28,45.71,15.75,15.62
"Aa",11.28,48.92,20.41,15.22
"Ff",13.69,46.31,29.26,19.97
"Ee",17.74,48.45,19.28,16.56
"Ii",16.28,40.31,17.82,15.44
"Dd",15.9,40.21,21.12,16.73
"Nn",17.44,44.98,21.38,18.05
"Ii",18.06,43.61,12.92,13.01
"Cc",18.37,44.43,13.56,11.86
"Aa",7.49,55.26,10.95,11.9
"Hh",19.62,43.39,13.73,12.78
"Ii",0.45,59.51,17.27,15.79
"Cc",1.44,66.94,13.38,13.31
"Bb",9.27,67.83,16.25,16.25
"Jj",2.99,70.82,10.33,10.63
"Bb",4.63,76.71,15.66,14.71
"Jj",7.22,75.46,10.4,10.83
"Gg",13.54,90.25,10.74,11.59
"Ff",5.69,106.58,13.36,12.8
"Ee",4.14,129.66,25.72,19.03
"Nn",7.35,134.58,12.16,12.41
"Cc",15.56,136.18,12.35,11.99
"Gg",19.38,130.11,14.44,13.79
"Gg",15.39,147.55,11.23,11.5
"Aa",8.87,166.73,14.09,13.19
"Gg",10.28,179.94,13.36,12.57
"Mm",11.58,161.71,11.92,11.76
"Cc",6.89,185.75,13.04,12.38
"Kk",7.98,184.96,19.68,16.3
"Ee",4.05,196.03,13.54,13.54
"Ee",8.18,198.16,15.64,13.76
"Ff",6,190.61,16.87,15.56
"Mm",1.57,201.98,11.66,11.82
"Bb",3.39,224.31,15.64,14.5
"Nn",2.51,236.87,19.33,17.38
"Ee",4.4,256.45,13.07,12.69
"Ee",8.54,251.73,19.24,15.57
"Ee",13.76,256.65,13.37,13.27
"Jj",14.1,246.04,20.14,15.66
"Ii",18.91,240.62,12.96,13.12
"Cc",14.47,277.06,15.2,15.34
"Dd",8.86,291.57,13.98,12.11
"Kk",16.29,283,17.05,14.36
"Aa",2.57,318.4,11.57,12.26
"Ii",13.56,319.04,17.48,14.75
"Ee",20.31,319.62,24.39,17.89
"Gg",0.46,324.84,15.73,14
"Nn",9.26,334.09,15.6,13.66
"Ee",13.2,334.9,11.57,11.98
"Hh",13.41,335.37,15.47,14.43
"Hh",17.45,339.36,10.14,10.54
"Mm",18.81,331.55,20.76,16.97
"Ff",11.29,327.17,22.23,15.28
"Hh",10.46,328.2,12.72,14.11
"Ll",15.2,323.63,16.82,15.48
"Gg",19.22,323.04,15.17,14.7
"Bb",2.29,341.92,12.86,13.37
"Cc",1.05,349.49,19.82,15.84
"Mm",7.8,344.96,15.56,14.77
"Nn",1.96,350.38,15.63,14.17
"Gg",2.67,355.09,18.35,14.99
"Nn",3.7,351.75,12.99,13.53
"Cc",6.01,349.81,15.84,14.29
"Ff",16.64,357.32,17.92,15.72
"Aa",12.68,346.38,12.47,11.67
"Ff",13.5,345.33,14.29,11.93
"Ii",7.18,366.79,19.7,16.63
"Dd",5.69,361.89,15.6,13.95
"Dd",13.24,360.87,13.76,15.35
"Ii",9.59,363.42,15.4,14.8
"Dd",17.9,364.1,10.75,11.44
"Jj",7.68,399.04,18.44,16.48
"Ss",0.35,400.93,31.29,22.19
"Dd",1.93,414.79,13.12,12.4
"Dd",3.44,412.34,10.57,11.19
"Kk",11.04,403.57,12.14,11.9
"Nn",12.81,404.62,12.71,13.05
"Ll",7.96,428.05,13.54,14.17
"Hh",11.49,438.61,11.98,11.17
"Jj",4.3,440.26,15.51,13.64
"Ee",8.2,443.6,11.65,12.06
"Dd",2.65,452.89,10.9,11.65
"Ee",12.03,452.55,13.94,14.18
"Ff",14.24,455.01,15.55,13.77
"Hh",15.21,457.19,11.39,11.6
"Bb",13.1,443.14,13.51,13.18
"Bb",2.45,462.08,10.88,11.5
"Dd",4.5,460.02,10.78,11.28
"Ll",9.84,462.81,15.09,12.49
"Hh",14.07,477.26,20.94,16.9
"Cc",16.84,473.32,16.43,16.02
"Oo",12.32,464.22,13.54,12.44
"Dd",13.76,462.23,14.12,13.11
"Hh",12.97,465.27,14.74,15.04
"Ee",14.91,468.15,13.74,12.84
"Mm",19.74,468.13,12.72,11.49
"Kk",17.09,464.35,12.81,12.12
"Mm",20.06,462.28,12.58,12.74
"Hh",3.74,481.55,13.56,13.08
"Cc",16.06,497.36,15.6,14.62
"Ee",14.69,487.5,19.55,14.24
"Gg",23.2,10.12,10.32,11.11
"Ff",23.91,18.82,13.73,14.13
"Aa",26.22,13.64,14.58,13.6
"Aa",29.12,13.01,17.49,14.46
"Gg",22.47,15.33,11.17,11.15
"Mm",27.07,19.69,14.28,12.37
"Dd",29.57,17.74,17.05,16.49
"Ii",30.04,10.47,12.21,12.15
"Nn",31.58,11.42,12.22,13.23
"Oo",34.57,18.57,12.68,12.66
"Aa",35.42,17.96,15.33,14.37
"Aa",38.01,17.28,15.64,13.23
"Bb",39.33,13.22,17.09,16.06
"Ii",33.66,1.33,12.48,11.63
"Ee",35.62,9.19,15.29,14.32
"Kk",36.82,10.17,10.24,10.86
"Ee",38.77,8.6,13.81,13.47
"Aa",38.86,2.05,13.99,13.58
"Aa",22.86,24.89,13.71,12.87
"Nn",21.89,25.02,18.58,14.87
"Cc",22.65,24.3,19.89,15.27
"Kk",20.33,24.94,16.54,14.25
"Hh",20.46,27.9,18.95,15.88
"Dd",28.81,25.35,19.71,17.21
"Cc",27.34,28.24,13.45,13.16
"Ll",27.65,29.21,16.11,15.28
"Gg",27.32,23.27,16.88,14.56
"Kk",28,22.3,12.88,12.8
"Ii",19.86,29.83,19.45,16.32
"Ff",22.07,29.81,13.83,11.65
"Dd",23.42,31.18,14.39,13.11
"Gg",23.31,32.67,15.7,15.64
"Ll",21.04,34.89,16.05,14.11
"Ii",20.76,38.88,16.62,15.66
"Bb",19.61,38.02,14.24,14.73
"Gg",22.41,38.06,14.93,14.39
"Ll",21.41,39.72,16,14.79
"Kk",23.02,38.87,24.31,17.16
"Dd",23.59,38.21,18.14,13.68
"Ee",28.18,38.48,19.19,17.48
"Cc",27.52,34.91,15.13,13.43
"Kk",25.51,32.43,16.27,15.22
"Dd",26.05,33.83,19.06,16.96
"Aa",27.83,30.6,15.39,14.47
"Bb",30.69,35.66,15.42,14.52
"Ff",33.15,36.93,12.25,13.66
"Gg",34.04,36.81,11.96,11.54
"Ff",33.98,36.01,12.58,13.06
"Gg",39.15,35.97,13.03,12.21
"Mm",38.6,32.69,12.01,12.12
"Ii",30.32,22.18,15.39,15.13
"Kk",30.7,23.79,17.61,16.15
"Aa",31.8,24.33,14.56,14.53
"Ll",33.51,20.5,15.57,12.31
"Kk",29.72,25.51,13.22,12.35
"Bb",34.89,29.59,11.7,12.53
"Cc",36.94,28.59,12.28,12.65
"Kk",36.33,24.95,17.2,14.64
"Ff",20.21,43.03,13.03,13.56
"Mm",23.72,45,10.47,10.73
"Nn",23.01,44.34,12.64,12.2
"Bb",22.6,47.53,10.61,11.3
"Ff",24.36,44.44,16.79,15.45
"Bb",25.83,47.96,12.05,12.57
"Aa",26.65,42.49,10.61,10.79
"Ii",24.7,52.4,19.71,15.86
"Jj",36.09,55.92,15.23,14.18
"Hh",33.25,40.15,23.36,18.95
"Cc",20.38,80.65,18.42,15.52
"Ee",26.55,82.81,15.74,15.35
"Ll",22.81,152.13,13.65,13.09
"Hh",27.71,171.7,12.79,12.14
"Ee",25.89,182.88,13.02,12.52
"Ff",35.51,196.32,15.15,15.33
"Bb",37.85,194.27,14.91,13.75
"Ll",26.9,181.83,20.59,17.78
"Bb",27.82,206.86,14.83,13.99
"Kk",31.11,216.67,14.94,14.14
"Bb",27.76,210.46,15.63,14.67
"Cc",30.14,210.14,18.09,15.11
"Dd",31.47,211.25,17.68,13.71
"Ff",32.71,212.65,13.7,13.46
"Hh",29.93,200.71,11.48,11.41
"Aa",33.6,203.13,14.48,13.32
"Nn",32.19,201.26,16.02,15.15
"Bb",31.99,202.39,16.79,15.12
"Hh",37.32,207.73,16.75,14.81
"Aa",37.65,207.32,18.94,15.36
"Gg",37.69,206.81,19.36,15.74
"Cc",29.2,231.08,12.97,13.04
"Oo",36.81,236.26,18.46,15.96
"Ee",38.92,235.18,16.61,14.79
"Mm",33.24,223.7,13.86,13.05
"Ee",36.13,221.52,14.17,13.73
"Aa",28.34,240.7,16.52,14.31
"Bb",20.06,260.45,15.99,14.6
"Gg",39.78,244.11,17.33,15.7
"Dd",20.97,267.83,14.31,15.32
"Dd",25.39,268.3,14.6,12.98
"Ee",29.36,267.82,13.93,12.83
"Ff",21.29,272.09,11.32,10.54
"Bb",24.37,275.87,16.9,14.4
"Ee",38.17,277.54,17.06,15.1
"Jj",31.22,270.12,10.36,11.38
"Bb",39.53,268.59,16.27,15.79
"Bb",29.48,289.16,14.88,13.21
"Dd",24.68,294.79,19.48,16.55
"Gg",24.36,291.27,15.95,15.02
"Jj",23.64,290.67,15.94,15.11
"Jj",22.5,296.04,16.47,14.48
"Ff",28.27,299.14,15.03,15.57
"Mm",28.24,295.22,13.8,13.36
"Cc",33.5,290.04,13.39,13.18
"Bb",28.51,310.35,16.73,15.13
"Dd",26.72,300.78,17.75,15.82
"Rr",20.45,309.86,13.91,12.68
"Cc",22.03,318.63,12.66,13.96
"Hh",27.13,317.54,15.46,14.08
"Mm",30.34,312.61,20.19,16.15
"Cc",29.3,312.53,12.31,13.23
"Rr",31.53,310.32,17.48,13.46
"Jj",35,312.74,12.25,12.37
"Mm",29.99,312.58,18.17,16.03
"Hh",30.41,313.99,16.24,14.89
"Ff",34.2,316.23,18.36,14.76
"Jj",37.96,314.79,15.74,14.3
"Hh",35.33,312.85,14.35,13.59
"Ii",40.91,313.17,14.41,13.34
"Kk",37.11,311.06,15.31,15.71
"Bb",32.3,308,16.07,14.03
"Ii",38.42,304.89,16.63,12.85
"Aa",23.08,320.83,17.97,15.46
"Aa",22.99,326.19,17.28,13.95
"Gg",24.84,326.24,11.27,11.82
"Ii",25.38,328.94,13.89,12.86
"Ll",26.4,325.43,13.62,13.13
"Dd",28.81,325.84,19.48,16.11
"Ll",27.59,320.85,19.71,17.08
"Nn",20.57,332.17,16.16,14.98
"Mm",20.3,335.8,13.15,12.89
"Aa",26.91,334.88,18.79,15.34
"Hh",34.17,339.84,18.12,16.19
"Hh",38.67,337.55,17.72,15.72
"Ll",37.29,330.06,18.44,15.74
"Aa",36.56,331.9,19.1,15.42
"Oo",32.3,321.01,15.93,13.83
"Dd",31.12,326.61,14.05,14.22
"Qq",31.91,326.14,19.87,16.09
"Aa",35.03,326.64,18.41,16
"Aa",38.56,328.97,13.98,14.4
"Hh",39.33,328.99,15.99,14.13
"Gg",38.48,321.07,12.16,12.76
"Oo",38.68,325.69,17.7,16.2
"Cc",37.09,324.97,13.17,13.38
"Dd",27.45,340.08,11.86,12.51
"Ff",27.37,347.97,14.85,13.86
"Mm",27.41,343.06,11.44,11.25
